fournisseur_id,categorie_id
424fdf4e-e069-4526-83a1-c89d0185cdd4,2
084092b1-5493-4cad-b86b-704b24f9a40c,4
e46c25a1-05f4-493c-a89e-938d1791b3d2,6
e46c25a1-05f4-493c-a89e-938d1791b3d2,14
65c02af0-837c-45f5-91bd-6ad4308cb818,11
65c02af0-837c-45f5-91bd-6ad4308cb818,3
65c02af0-837c-45f5-91bd-6ad4308cb818,12
bbad2cc4-4ca4-49de-a7ad-9aedb833182e,4
ca1e6af0-ea5c-4952-a3d7-0e31919758b1,7
d12c1c4b-c6e6-42fa-8a67-917383e19cdb,5
d12c1c4b-c6e6-42fa-8a67-917383e19cdb,11
d12c1c4b-c6e6-42fa-8a67-917383e19cdb,7
9bb3c213-0e9d-45eb-8a53-e57212022972,12
38c992e5-31f4-482c-8b98-64f368b058d2,3
ab8fb3bc-bd18-4f72-8155-d44cabad14e2,7
ab8fb3bc-bd18-4f72-8155-d44cabad14e2,14
105011ac-2ee0-4e9f-9ae8-95f646d37a65,1
105011ac-2ee0-4e9f-9ae8-95f646d37a65,10
105011ac-2ee0-4e9f-9ae8-95f646d37a65,7
0cce90f0-eef2-49a4-8655-7cf84beedd5a,2
0cce90f0-eef2-49a4-8655-7cf84beedd5a,4
0cce90f0-eef2-49a4-8655-7cf84beedd5a,9
1a873014-f873-4054-894e-8bf644612067,2
1a873014-f873-4054-894e-8bf644612067,9
1a873014-f873-4054-894e-8bf644612067,10
1a873014-f873-4054-894e-8bf644612067,15
c596e75e-f0a2-42e1-801f-bc9859582dc2,1
bd78e129-6007-46b3-89c4-44bf91d38bc2,14
bd78e129-6007-46b3-89c4-44bf91d38bc2,3
822a4728-f57f-4877-a54b-af8a3b060c70,13
edc06193-34c0-4385-9baa-404ab7a67986,11
edc06193-34c0-4385-9baa-404ab7a67986,6
afa25e1d-9614-4325-939a-28c9c516deaa,2
afa25e1d-9614-4325-939a-28c9c516deaa,11
afa25e1d-9614-4325-939a-28c9c516deaa,8
afa25e1d-9614-4325-939a-28c9c516deaa,14
53ff205a-4503-4ea8-83fc-7151adfe475c,3
53ff205a-4503-4ea8-83fc-7151adfe475c,7
53ff205a-4503-4ea8-83fc-7151adfe475c,15
53ff205a-4503-4ea8-83fc-7151adfe475c,12
5494dc42-ee22-4ee1-a74c-b4fc97439873,11
5494dc42-ee22-4ee1-a74c-b4fc97439873,10
83dde059-513e-4073-ac2a-fa13a3a1e575,5
9f9edf6f-deea-4916-baa9-bd33204ad5ab,15
9f9edf6f-deea-4916-baa9-bd33204ad5ab,9
9f9edf6f-deea-4916-baa9-bd33204ad5ab,6
9f9edf6f-deea-4916-baa9-bd33204ad5ab,13
4d5bf674-1703-4bc1-8286-b8b139630aa8,1
4d5bf674-1703-4bc1-8286-b8b139630aa8,2
bfd258a1-15d6-405e-80cd-4cf9ed5b730d,5
bfd258a1-15d6-405e-80cd-4cf9ed5b730d,8
bfd258a1-15d6-405e-80cd-4cf9ed5b730d,14
bfd258a1-15d6-405e-80cd-4cf9ed5b730d,4
7b92bc34-7a3f-41ee-8916-2ec40d301890,11
7b92bc34-7a3f-41ee-8916-2ec40d301890,14
7b92bc34-7a3f-41ee-8916-2ec40d301890,9
92c68032-42cf-4d97-b0b3-1586b5b4e6b1,2
0d531816-c82c-4586-bfbc-4ebbe28b7d40,11
833d445f-a8a6-41ba-9fde-63c65c37bdd3,3
833d445f-a8a6-41ba-9fde-63c65c37bdd3,11
833d445f-a8a6-41ba-9fde-63c65c37bdd3,9
31961624-4156-4dd1-a888-4970f9baeaf6,5
31961624-4156-4dd1-a888-4970f9baeaf6,14
00ab9818-5274-4d3b-b16c-68b4f0e95292,15
00ab9818-5274-4d3b-b16c-68b4f0e95292,2
00ab9818-5274-4d3b-b16c-68b4f0e95292,8
9a24fb50-00fd-415d-9cf4-263b606218e0,12
30b648e7-ced0-442b-bcd3-dda7eba08e81,11
30b648e7-ced0-442b-bcd3-dda7eba08e81,5
30b648e7-ced0-442b-bcd3-dda7eba08e81,12
30b648e7-ced0-442b-bcd3-dda7eba08e81,14
2697403b-cac8-4ddf-9326-a087358c5122,7
bc5b55fa-f576-4627-a4df-94b9c031ffc3,10
bc5b55fa-f576-4627-a4df-94b9c031ffc3,8
bc5b55fa-f576-4627-a4df-94b9c031ffc3,7
bc5b55fa-f576-4627-a4df-94b9c031ffc3,14
d6e548ef-bc03-4a1f-b3b5-8e0c168b19ca,11
d6e548ef-bc03-4a1f-b3b5-8e0c168b19ca,12
5de62164-c59b-4907-ae96-7a63b4cddbb2,1
5de62164-c59b-4907-ae96-7a63b4cddbb2,11
5de62164-c59b-4907-ae96-7a63b4cddbb2,3
5de62164-c59b-4907-ae96-7a63b4cddbb2,9
c4e0701e-3e92-47c1-8df5-3b6a15b8f13d,14
c4e0701e-3e92-47c1-8df5-3b6a15b8f13d,6
c4e0701e-3e92-47c1-8df5-3b6a15b8f13d,1
c4e0701e-3e92-47c1-8df5-3b6a15b8f13d,4
f60eac5c-0c9f-4c5f-9b76-c268e04d77ba,13
f60eac5c-0c9f-4c5f-9b76-c268e04d77ba,1
f60eac5c-0c9f-4c5f-9b76-c268e04d77ba,7
f6959aba-abe6-4414-a493-f533fcc9b0ab,10
f6959aba-abe6-4414-a493-f533fcc9b0ab,9
f6959aba-abe6-4414-a493-f533fcc9b0ab,8
f6959aba-abe6-4414-a493-f533fcc9b0ab,7
50c1784a-9dd7-49d3-a367-b49e81d4fcc9,15
50c1784a-9dd7-49d3-a367-b49e81d4fcc9,9
50c1784a-9dd7-49d3-a367-b49e81d4fcc9,1
50c1784a-9dd7-49d3-a367-b49e81d4fcc9,13
556076a7-4eaa-4ff0-aee1-103e2fb43bb9,9
556076a7-4eaa-4ff0-aee1-103e2fb43bb9,14
556076a7-4eaa-4ff0-aee1-103e2fb43bb9,6
d0f9719d-ce72-492d-9f7d-f9616ebc9227,2
53ed2c7c-db6b-44bc-97dc-41f2e27a58af,13
53ed2c7c-db6b-44bc-97dc-41f2e27a58af,12
53ed2c7c-db6b-44bc-97dc-41f2e27a58af,9
53ed2c7c-db6b-44bc-97dc-41f2e27a58af,1
1613efa3-4f0b-4713-a9d9-eca2162168d0,7
971f4ee5-01c3-407e-ba39-7f1c5467a3fa,6
971f4ee5-01c3-407e-ba39-7f1c5467a3fa,9
d2e0a39b-31b3-4c7e-98cc-450466fb6a32,5
d2e0a39b-31b3-4c7e-98cc-450466fb6a32,8
d2e0a39b-31b3-4c7e-98cc-450466fb6a32,10
d2e0a39b-31b3-4c7e-98cc-450466fb6a32,13
14e13be0-90c7-4e0e-b6f8-9792e15ebc20,6
14e13be0-90c7-4e0e-b6f8-9792e15ebc20,11
14e13be0-90c7-4e0e-b6f8-9792e15ebc20,3
14e13be0-90c7-4e0e-b6f8-9792e15ebc20,12
4b0da602-5f61-4d55-be93-470463212538,2
4b0da602-5f61-4d55-be93-470463212538,1
4b0da602-5f61-4d55-be93-470463212538,5
4b0da602-5f61-4d55-be93-470463212538,8
e5bbc3e5-aaf9-4785-8411-495e76439a19,9
e5bbc3e5-aaf9-4785-8411-495e76439a19,2
e5bbc3e5-aaf9-4785-8411-495e76439a19,1
407d77ef-d535-4c56-964d-914caca299ef,7
407d77ef-d535-4c56-964d-914caca299ef,4
407d77ef-d535-4c56-964d-914caca299ef,15
407d77ef-d535-4c56-964d-914caca299ef,14
d23df9a6-4e64-466d-b736-917e9627f7c2,14
d23df9a6-4e64-466d-b736-917e9627f7c2,4
d23df9a6-4e64-466d-b736-917e9627f7c2,1
d23df9a6-4e64-466d-b736-917e9627f7c2,7
2b00fc0c-0608-4168-b9e2-82ed521d1c75,6
c106dccf-771b-4f01-96ff-07fc03b9ec80,15
37deeaa4-12c2-4e52-aad3-94555efb23f9,13
37deeaa4-12c2-4e52-aad3-94555efb23f9,14
37deeaa4-12c2-4e52-aad3-94555efb23f9,5
4c414f3e-f0f0-432a-8c5f-74b77ecb5828,11
4c414f3e-f0f0-432a-8c5f-74b77ecb5828,9
4c414f3e-f0f0-432a-8c5f-74b77ecb5828,13
4c414f3e-f0f0-432a-8c5f-74b77ecb5828,3
87d82af0-297c-48d8-b9bb-0d0df1927534,5
87d82af0-297c-48d8-b9bb-0d0df1927534,14
87d82af0-297c-48d8-b9bb-0d0df1927534,3
87d82af0-297c-48d8-b9bb-0d0df1927534,10
98ac7ba3-6167-4556-81bd-92b16919c9ca,6
98ac7ba3-6167-4556-81bd-92b16919c9ca,14
98ac7ba3-6167-4556-81bd-92b16919c9ca,5
98ac7ba3-6167-4556-81bd-92b16919c9ca,3
33fc75f5-fb71-4328-834e-165d37140647,14
33fc75f5-fb71-4328-834e-165d37140647,11
bd3e241f-f501-4299-ba40-37a61386691f,6
bd3e241f-f501-4299-ba40-37a61386691f,3
bd3e241f-f501-4299-ba40-37a61386691f,1
c594d23a-fd74-4e3b-877c-79b8f4c6139d,2
c594d23a-fd74-4e3b-877c-79b8f4c6139d,12
c594d23a-fd74-4e3b-877c-79b8f4c6139d,10
c594d23a-fd74-4e3b-877c-79b8f4c6139d,8
36ddc887-6df4-4129-b6b2-5106f5e0328b,7
36ddc887-6df4-4129-b6b2-5106f5e0328b,15
36ddc887-6df4-4129-b6b2-5106f5e0328b,3
82c6ba60-8224-461a-951d-8a4e71090f87,3
82c6ba60-8224-461a-951d-8a4e71090f87,2
9906fb3f-de24-4d7f-a907-2d31c10147ec,4
9906fb3f-de24-4d7f-a907-2d31c10147ec,8
bdb1f396-3e57-46de-8d83-9e76208091cc,7
bdb1f396-3e57-46de-8d83-9e76208091cc,10
e62c2c04-1277-440a-8b88-e465e31f7939,9
e62c2c04-1277-440a-8b88-e465e31f7939,8
e62c2c04-1277-440a-8b88-e465e31f7939,12
e62c2c04-1277-440a-8b88-e465e31f7939,7
55213633-bc98-4df4-98fe-250bd5cc76ce,4
e4b497a2-4b2e-4c1c-8bb5-dfdabd33779b,3
e4b497a2-4b2e-4c1c-8bb5-dfdabd33779b,8
1ddae68a-860d-4f23-9aca-415d47393a0f,12
1ddae68a-860d-4f23-9aca-415d47393a0f,15
38d5069e-3dbd-485e-86b7-ecbb8bbd2207,12
38d5069e-3dbd-485e-86b7-ecbb8bbd2207,15
232eb202-5f79-4535-a0c6-04314b19685c,14
803183ef-ac9d-4222-84d6-6bc7d435fc61,15
803183ef-ac9d-4222-84d6-6bc7d435fc61,7
803183ef-ac9d-4222-84d6-6bc7d435fc61,10
803183ef-ac9d-4222-84d6-6bc7d435fc61,6
b851354a-28e7-49f5-a104-ad902f5bda28,8
f9d0244f-b0de-4cb4-9ae4-55a44b4abb74,14
f9d0244f-b0de-4cb4-9ae4-55a44b4abb74,1
f9d0244f-b0de-4cb4-9ae4-55a44b4abb74,9
a60a399f-6dc2-43b0-86af-0b691911039a,7
a60a399f-6dc2-43b0-86af-0b691911039a,11
a60a399f-6dc2-43b0-86af-0b691911039a,4
2bfdf093-ad3c-481e-a90b-325afce73553,11
a42c50e1-e7d1-4a84-95a4-095680d78ab4,4
a42c50e1-e7d1-4a84-95a4-095680d78ab4,5
a42c50e1-e7d1-4a84-95a4-095680d78ab4,14
a42c50e1-e7d1-4a84-95a4-095680d78ab4,2
5a131d9a-320b-4460-b554-997bcd47bfd0,4
5a131d9a-320b-4460-b554-997bcd47bfd0,7
5a131d9a-320b-4460-b554-997bcd47bfd0,11
5a131d9a-320b-4460-b554-997bcd47bfd0,9
2e046788-aa07-4595-8d13-bda912cb3837,8
2e046788-aa07-4595-8d13-bda912cb3837,2
eb0bd6d1-4f0a-4fa7-b419-2410f4535aa7,1
eb0bd6d1-4f0a-4fa7-b419-2410f4535aa7,10
2a06c39f-15ac-4e41-95b7-204e4854f829,10
2a06c39f-15ac-4e41-95b7-204e4854f829,4
c8db7681-fcca-421a-a31f-b94c4edbb479,8
c8db7681-fcca-421a-a31f-b94c4edbb479,3
9a6f40c5-41c3-4f2b-a7ab-e42a48773101,12
9a6f40c5-41c3-4f2b-a7ab-e42a48773101,6
9a6f40c5-41c3-4f2b-a7ab-e42a48773101,4
9a6f40c5-41c3-4f2b-a7ab-e42a48773101,15
3b1969c1-9c37-4323-bd5d-5b5318e34733,9
3b1969c1-9c37-4323-bd5d-5b5318e34733,10
77ad32c8-2e7a-4441-ba6f-5539ebe4560b,14
77ad32c8-2e7a-4441-ba6f-5539ebe4560b,3
c63d80ac-cb95-4bcc-a75a-1812b8f14a40,11
c63d80ac-cb95-4bcc-a75a-1812b8f14a40,3
7ba3e208-0af4-4e72-ad44-8158cc01b6c4,14
7ba3e208-0af4-4e72-ad44-8158cc01b6c4,9
ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,11
ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,12
ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,4
ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,3
08bbc964-d812-43ef-88bc-1b75de877890,3
08bbc964-d812-43ef-88bc-1b75de877890,8
08bbc964-d812-43ef-88bc-1b75de877890,5
f70162d2-4a8d-4d4d-9446-bb766f3e1c37,7
f70162d2-4a8d-4d4d-9446-bb766f3e1c37,14
387413d8-2f51-4f7e-9c4d-d483caa3d19d,13
387413d8-2f51-4f7e-9c4d-d483caa3d19d,8
387413d8-2f51-4f7e-9c4d-d483caa3d19d,2
1b9d31e8-58e9-410c-97a5-1dba9298c645,3
1b9d31e8-58e9-410c-97a5-1dba9298c645,1
a75b28b3-26ec-4fca-a7e0-421624813c54,3
7a95f5a9-dbad-4e44-b6b2-a2dd3f6c31f1,4
7a95f5a9-dbad-4e44-b6b2-a2dd3f6c31f1,10
7a95f5a9-dbad-4e44-b6b2-a2dd3f6c31f1,12
7a95f5a9-dbad-4e44-b6b2-a2dd3f6c31f1,8
312001eb-b07b-4489-a048-16c8b02784fe,14
312001eb-b07b-4489-a048-16c8b02784fe,1
25c15a4f-911e-48d6-96f4-00a87fe01dee,12
25c15a4f-911e-48d6-96f4-00a87fe01dee,14
25c15a4f-911e-48d6-96f4-00a87fe01dee,7
25c15a4f-911e-48d6-96f4-00a87fe01dee,4
