id,section_id,fournisseur_id,article_id,quantite,prix_unitaire,devise,date_pr,date_po,date_livraison_prevue,date_livraison_reelle,statut,ecart_jours
e8c86c67-e010-4dd5-99e5-758ed04a86af,9afefdbb-119c-4425-8535-6fec5127f4b6,83dde059-513e-4073-ac2a-fa13a3a1e575,55,1,170.56,USD,2025-12-27,2025-12-30,2026-01-05,2026-01-05,livree_a_temps,0
55e0b6b3-2bfd-4e95-9774-dc954a4b0454,9afefdbb-119c-4425-8535-6fec5127f4b6,d2e0a39b-31b3-4c7e-98cc-450466fb6a32,48,10,218.81,USD,2025-12-02,2025-12-11,2025-12-17,2025-12-17,livree_a_temps,0
d9f161f9-c7b9-4d66-9d03-af7e3381b0f0,9afefdbb-119c-4425-8535-6fec5127f4b6,4b0da602-5f61-4d55-be93-470463212538,54,100,143.64,USD,2025-12-15,2025-12-16,2025-12-21,2026-01-06,livree_en_retard,16
b94e738b-8b01-4cfa-8419-73ef72d5e980,9afefdbb-119c-4425-8535-6fec5127f4b6,d12c1c4b-c6e6-42fa-8a67-917383e19cdb,112,50,106.64,USD,2025-12-14,2025-12-23,2025-12-28,2026-01-21,livree_en_retard,24
e1387fa3-c6fc-42a3-aa6b-489c502a6f31,9afefdbb-119c-4425-8535-6fec5127f4b6,65c02af0-837c-45f5-91bd-6ad4308cb818,113,100,21.84,USD,2025-11-29,2025-12-01,2025-12-12,2025-12-10,livree_a_temps,-2
4a8f06d0-d0b8-401f-8a20-a328c79b29b7,9afefdbb-119c-4425-8535-6fec5127f4b6,93dcbfe8-ed77-4ec4-935f-f1a2240ba7c4,87,1,3907.27,USD,2026-01-08,2026-01-16,2026-01-20,2026-01-20,livree_a_temps,0
b6a24de9-679a-4c5b-8b70-f1852cc2409b,9afefdbb-119c-4425-8535-6fec5127f4b6,82c6ba60-8224-461a-951d-8a4e71090f87,30,2,62.88,USD,2026-01-13,2026-01-14,2026-01-21,2026-01-21,livree_a_temps,0
1c563b17-d9a1-44cb-81e2-7dc742b6d8a4,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,32,20,19.31,USD,2026-01-10,2026-01-11,2026-01-14,2026-01-24,livree_en_retard,10
60a20930-eaf9-40e0-b37b-af871fd123ea,9afefdbb-119c-4425-8535-6fec5127f4b6,6ddb19c1-837f-43af-91b7-6335e905a1a2,89,1,64.95,USD,2026-01-06,2026-01-15,2026-02-09,2026-02-07,livree_a_temps,-2
6a758fe7-6b26-4505-838f-85d81ac722c3,9afefdbb-119c-4425-8535-6fec5127f4b6,83dde059-513e-4073-ac2a-fa13a3a1e575,53,100,54.56,USD,2026-01-13,2026-01-21,2026-01-24,2026-01-26,livree_en_retard,2
f5e89455-f2d5-4743-8594-72d4f9e29702,9afefdbb-119c-4425-8535-6fec5127f4b6,bfd258a1-15d6-405e-80cd-4cf9ed5b730d,53,2,68.09,USD,2026-01-09,2026-01-14,2026-01-26,2026-01-26,livree_a_temps,0
49a1d463-a869-41fa-8cd7-1bd4f5b5b122,9afefdbb-119c-4425-8535-6fec5127f4b6,93dcbfe8-ed77-4ec4-935f-f1a2240ba7c4,81,5,4664.55,USD,2026-02-19,2026-02-23,2026-03-01,2026-03-02,livree_en_retard,1
c2ab6017-3788-408c-8fa8-6547f203d813,9afefdbb-119c-4425-8535-6fec5127f4b6,77ad32c8-2e7a-4441-ba6f-5539ebe4560b,31,100,57.74,USD,2026-01-28,2026-02-05,2026-02-18,2026-02-24,livree_en_retard,6
9a5b938d-1d86-4be7-9277-578020d85cb8,9afefdbb-119c-4425-8535-6fec5127f4b6,bd78e129-6007-46b3-89c4-44bf91d38bc2,33,20,100.75,USD,2026-02-08,2026-02-17,2026-03-02,2026-03-05,livree_en_retard,3
4efb2b88-5061-4cc0-9ed4-77f9c0626410,9afefdbb-119c-4425-8535-6fec5127f4b6,5de62164-c59b-4907-ae96-7a63b4cddbb2,29,2,37.39,USD,2026-02-02,2026-02-03,2026-02-06,2026-02-09,livree_en_retard,3
01baa65f-7279-481d-a148-53007e78e5df,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,56,100,154.01,USD,2026-02-23,2026-02-27,2026-03-05,2026-03-05,livree_a_temps,0
1abe8abd-5f34-4f1f-a227-6b274305278d,9afefdbb-119c-4425-8535-6fec5127f4b6,a42c50e1-e7d1-4a84-95a4-095680d78ab4,52,5,74.15,USD,2026-02-22,2026-02-25,2026-03-01,2026-03-04,livree_en_retard,3
9ee51a7a-02df-4e8a-9382-ef86ea18dae9,9afefdbb-119c-4425-8535-6fec5127f4b6,d2e0a39b-31b3-4c7e-98cc-450466fb6a32,48,50,261.32,USD,2026-02-08,2026-02-13,2026-02-15,2026-02-15,livree_a_temps,0
17ae7893-7f72-49dd-a492-aaff3052d016,9afefdbb-119c-4425-8535-6fec5127f4b6,afa25e1d-9614-4325-939a-28c9c516deaa,111,100,94.66,USD,2026-02-25,2026-03-03,2026-03-14,2026-03-24,livree_en_retard,10
9f0b8de4-089d-4d7e-be25-948307dd4d92,9afefdbb-119c-4425-8535-6fec5127f4b6,5b91061a-7430-4127-a4d5-a578817c0d7c,78,10,1888.66,USD,2026-02-26,2026-03-05,2026-03-07,2026-03-07,livree_a_temps,0
4de997ac-06b9-4622-9e29-17bca22bf7bc,9afefdbb-119c-4425-8535-6fec5127f4b6,7a95f5a9-dbad-4e44-b6b2-a2dd3f6c31f1,87,20,3512.31,USD,2026-03-07,2026-03-12,2026-03-18,2026-03-18,livree_a_temps,0
b5458a5b-0b38-48cf-858a-9cee7bbc24db,9afefdbb-119c-4425-8535-6fec5127f4b6,ddb507c6-7c41-4027-bf46-dee06e458cb7,36,50,13.91,USD,2026-03-19,2026-03-22,2026-03-27,2026-04-20,livree_en_retard,24
cf70a6f7-8c62-4b2d-adf4-0211467869d5,9afefdbb-119c-4425-8535-6fec5127f4b6,08bbc964-d812-43ef-88bc-1b75de877890,30,20,46.58,USD,2026-03-15,2026-03-21,2026-03-27,2026-03-24,livree_a_temps,-3
af64ec45-6840-45b7-9825-c2092e17db0b,9afefdbb-119c-4425-8535-6fec5127f4b6,94a69aa3-865f-4c60-b54b-595ed610efe7,32,100,23.05,USD,2026-03-13,2026-03-14,2026-03-22,2026-03-27,livree_en_retard,5
f7690a31-e894-419f-88dd-a45f13317473,9afefdbb-119c-4425-8535-6fec5127f4b6,30b648e7-ced0-442b-bcd3-dda7eba08e81,49,20,150.43,USD,2026-03-11,2026-03-20,2026-03-26,2026-04-20,livree_en_retard,25
35ed2ccf-f219-46c1-8f6a-f961af413246,9afefdbb-119c-4425-8535-6fec5127f4b6,83dde059-513e-4073-ac2a-fa13a3a1e575,51,1,106.35,USD,2026-03-21,2026-03-29,2026-04-04,2026-04-13,livree_en_retard,9
537ce61d-29ef-4213-8421-0e9fb04ac85e,9afefdbb-119c-4425-8535-6fec5127f4b6,d2e0a39b-31b3-4c7e-98cc-450466fb6a32,49,100,135.02,USD,2026-03-16,2026-03-25,2026-03-27,,annulee,
ac172577-26a1-441f-9e48-929945cd155a,9afefdbb-119c-4425-8535-6fec5127f4b6,83dde059-513e-4073-ac2a-fa13a3a1e575,52,50,76.11,USD,2026-03-03,2026-03-06,2026-03-10,2026-03-10,livree_a_temps,0
7695c4c7-0ba5-4936-8963-b84e131dc525,9afefdbb-119c-4425-8535-6fec5127f4b6,0d531816-c82c-4586-bfbc-4ebbe28b7d40,112,10,91.07,USD,2026-02-28,2026-03-05,2026-03-12,2026-03-12,livree_a_temps,0
ba09304f-3cab-4a0f-99ef-d41c7f88ed06,9afefdbb-119c-4425-8535-6fec5127f4b6,a60a399f-6dc2-43b0-86af-0b691911039a,107,10,9.54,USD,2026-03-21,2026-03-26,2026-04-07,2026-04-07,livree_a_temps,0
1abb5a8e-114f-4610-abd8-e36d0bc54e2e,9afefdbb-119c-4425-8535-6fec5127f4b6,387413d8-2f51-4f7e-9c4d-d483caa3d19d,83,1,242.13,USD,2026-04-21,2026-04-27,2026-05-06,2026-05-06,livree_a_temps,0
780e8f83-c504-4231-bf7e-3943e8faaeed,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,37,5,21.93,USD,2026-04-09,2026-04-10,2026-04-15,2026-04-15,livree_a_temps,0
1aeb5fbb-8175-47bb-a83c-80ff70225982,9afefdbb-119c-4425-8535-6fec5127f4b6,36ddc887-6df4-4129-b6b2-5106f5e0328b,34,5,49.14,USD,2026-04-26,2026-04-30,2026-05-03,2026-05-03,livree_a_temps,0
33a61a2c-0f6f-43ad-8d51-865573d7befa,9afefdbb-119c-4425-8535-6fec5127f4b6,bfd258a1-15d6-405e-80cd-4cf9ed5b730d,50,20,277.32,USD,2026-04-10,2026-04-16,2026-04-21,2026-04-18,livree_a_temps,-3
b57c3305-1877-4224-973c-32421407d12c,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,51,5,135.01,USD,2026-04-14,2026-04-23,2026-04-30,2026-04-30,livree_a_temps,0
56bb4c07-74be-4f86-89dd-8e622cdded44,9afefdbb-119c-4425-8535-6fec5127f4b6,833d445f-a8a6-41ba-9fde-63c65c37bdd3,113,20,27.85,USD,2026-04-03,2026-04-08,2026-04-25,2026-04-25,livree_a_temps,0
3d5efff5-b96b-4a21-96f5-effc0307e81a,9afefdbb-119c-4425-8535-6fec5127f4b6,cf511785-f907-4baa-9600-cc29a8d369e7,87,100,3188.81,USD,2026-05-16,2026-05-26,2026-05-31,,annulee,
d0073cd5-4f36-4398-932c-82898079cc3e,9afefdbb-119c-4425-8535-6fec5127f4b6,bc5b55fa-f576-4627-a4df-94b9c031ffc3,87,50,3032.32,USD,2026-05-25,2026-05-30,2026-06-03,2026-06-26,livree_en_retard,23
d6f8c02d-4392-4d43-a6ba-e6aa24b0dc94,9afefdbb-119c-4425-8535-6fec5127f4b6,c8db7681-fcca-421a-a31f-b94c4edbb479,37,100,29.46,USD,2026-04-27,2026-05-02,2026-05-13,,annulee,
3b0b5d4e-b981-4946-9f6b-f3a6ad92b5d2,9afefdbb-119c-4425-8535-6fec5127f4b6,a75b28b3-26ec-4fca-a7e0-421624813c54,31,50,42.82,USD,2026-05-23,2026-06-02,2026-06-06,2026-06-12,livree_en_retard,6
b89e9620-e513-4266-9b40-304691ab73f8,9afefdbb-119c-4425-8535-6fec5127f4b6,ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,31,10,50.79,USD,2026-05-01,2026-05-09,2026-05-11,2026-05-11,livree_a_temps,0
5440cfde-c656-47bc-9cb3-85fb01114461,9afefdbb-119c-4425-8535-6fec5127f4b6,4b0da602-5f61-4d55-be93-470463212538,56,50,166.2,USD,2026-05-08,2026-05-11,2026-05-16,2026-05-20,livree_en_retard,4
5ec90d92-4999-4eeb-839f-6ae903726d0b,9afefdbb-119c-4425-8535-6fec5127f4b6,bfd258a1-15d6-405e-80cd-4cf9ed5b730d,48,100,254.34,USD,2026-05-05,2026-05-09,2026-05-21,2026-05-21,livree_a_temps,0
8c8596e7-7a23-44ba-ab2e-bcacad7118e3,9afefdbb-119c-4425-8535-6fec5127f4b6,08bbc964-d812-43ef-88bc-1b75de877890,48,20,233.95,USD,2026-04-28,2026-05-01,2026-05-02,2026-05-02,livree_a_temps,0
c0b2340c-e56a-4b8a-abc3-c1ea98f91e1a,9afefdbb-119c-4425-8535-6fec5127f4b6,edc06193-34c0-4385-9baa-404ab7a67986,114,2,17.14,USD,2026-05-20,2026-05-29,2026-06-11,2026-06-21,livree_en_retard,10
7aa9d0e2-3512-4a3b-9334-6c0ffc6d065f,9afefdbb-119c-4425-8535-6fec5127f4b6,14e13be0-90c7-4e0e-b6f8-9792e15ebc20,28,10,29.1,USD,2026-06-06,2026-06-15,2026-06-21,2026-06-21,livree_a_temps,0
cee239b7-235c-44ab-a404-00af7581fc99,9afefdbb-119c-4425-8535-6fec5127f4b6,4c414f3e-f0f0-432a-8c5f-74b77ecb5828,30,1,90.12,USD,2026-05-27,2026-06-03,2026-06-24,2026-06-24,livree_a_temps,0
567cfad6-aa83-4271-ab93-aaf4d11a8de7,9afefdbb-119c-4425-8535-6fec5127f4b6,e4b497a2-4b2e-4c1c-8bb5-dfdabd33779b,36,1,16.35,USD,2026-06-23,2026-07-02,2026-07-07,2026-07-07,livree_a_temps,0
c9c0bddd-d503-46cb-89c8-7bb1a32bd1cd,9afefdbb-119c-4425-8535-6fec5127f4b6,bd3e241f-f501-4299-ba40-37a61386691f,37,50,26.31,USD,2026-06-06,2026-06-09,2026-06-10,2026-06-10,livree_a_temps,0
e5a8edce-6b1c-4464-b82f-3c08758a355c,9afefdbb-119c-4425-8535-6fec5127f4b6,87d82af0-297c-48d8-b9bb-0d0df1927534,33,100,133.49,USD,2026-06-07,2026-06-17,2026-07-03,2026-07-03,livree_a_temps,0
0bd6b166-45e2-411e-9e62-582cf696817b,9afefdbb-119c-4425-8535-6fec5127f4b6,5a131d9a-320b-4460-b554-997bcd47bfd0,88,100,47.64,USD,2026-05-31,2026-06-09,2026-06-14,2026-06-14,livree_a_temps,0
3e9bfae0-0381-4c8c-b4d5-08af4e0d0fd2,9afefdbb-119c-4425-8535-6fec5127f4b6,d12c1c4b-c6e6-42fa-8a67-917383e19cdb,51,2,138.23,USD,2026-05-28,2026-05-30,2026-06-09,2026-06-29,livree_en_retard,20
c9e9b63c-047a-4022-b163-a5955c3f8f4b,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,56,1,177.29,USD,2026-06-13,2026-06-22,2026-06-29,2026-07-08,livree_en_retard,9
3df867e7-86a8-46b9-87fd-c3b1b546bc68,9afefdbb-119c-4425-8535-6fec5127f4b6,d2e0a39b-31b3-4c7e-98cc-450466fb6a32,51,50,106.72,USD,2026-06-05,2026-06-11,2026-06-14,2026-06-14,livree_a_temps,0
26f54b92-17d3-43e6-a5be-c9597ca12148,9afefdbb-119c-4425-8535-6fec5127f4b6,4b0da602-5f61-4d55-be93-470463212538,56,5,163.13,USD,2026-06-20,2026-06-28,2026-06-29,2026-06-29,livree_a_temps,0
8b6899a0-7905-481b-9933-f98e97545453,9afefdbb-119c-4425-8535-6fec5127f4b6,00ab9818-5274-4d3b-b16c-68b4f0e95292,83,10,234.98,USD,2026-07-09,2026-07-16,2026-07-29,2026-08-01,livree_en_retard,3
456b6778-e403-4356-91cc-5e5ced304f18,9afefdbb-119c-4425-8535-6fec5127f4b6,f277c2c1-bc3c-47b9-a164-dba979311684,82,100,2226.17,USD,2026-06-28,2026-06-30,2026-07-10,2026-07-10,livree_a_temps,0
28ad50ba-7c66-4917-a136-a3936d457941,9afefdbb-119c-4425-8535-6fec5127f4b6,ce8c11a2-7764-4c69-9d3d-6efc6283c1a9,28,50,25.76,USD,2026-07-13,2026-07-21,2026-07-23,2026-07-23,livree_a_temps,0
c8a73ab9-b37f-46de-97fc-287598eebada,9afefdbb-119c-4425-8535-6fec5127f4b6,bd3e241f-f501-4299-ba40-37a61386691f,31,2,49.89,USD,2026-06-26,2026-06-28,2026-06-29,2026-06-29,livree_a_temps,0
5bc5ebf3-1b5f-4a35-9b74-d3f019c10c70,9afefdbb-119c-4425-8535-6fec5127f4b6,bfd258a1-15d6-405e-80cd-4cf9ed5b730d,48,2,331.48,USD,2026-07-07,2026-07-08,2026-07-12,2026-07-12,livree_a_temps,0
097c62bc-02e9-4c8c-b266-534f6a87decf,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,49,5,129.96,USD,2026-07-25,2026-08-04,2026-08-10,2026-08-11,livree_en_retard,1
b756cf9f-6da2-416a-875a-b39b4f827540,9afefdbb-119c-4425-8535-6fec5127f4b6,98390bdc-1e93-4618-8e29-ce8ed6a4aed8,53,2,68.08,USD,2026-07-15,2026-07-23,2026-08-05,2026-08-05,livree_a_temps,0
c5a4bb3d-ff1f-46c7-a5d5-66531125f7ca,9afefdbb-119c-4425-8535-6fec5127f4b6,30b648e7-ced0-442b-bcd3-dda7eba08e81,54,5,164.5,USD,2026-07-22,2026-07-24,2026-07-27,2026-07-27,livree_a_temps,0
67f3f545-0b23-4c5d-ae2c-07133c430996,9afefdbb-119c-4425-8535-6fec5127f4b6,991dc4b6-08b9-42e3-a9a2-4413e46e5e26,106,100,170.05,USD,2026-06-28,2026-07-03,2026-07-09,2026-07-09,livree_a_temps,0
09c11a40-358c-40a2-8c78-1e2b39372ae2,9afefdbb-119c-4425-8535-6fec5127f4b6,bfd258a1-15d6-405e-80cd-4cf9ed5b730d,86,5,2515.77,USD,2026-07-31,2026-08-02,2026-08-07,2026-08-13,livree_en_retard,6
b43c7984-e0fb-469a-a9ee-23ba089e781b,9afefdbb-119c-4425-8535-6fec5127f4b6,36ddc887-6df4-4129-b6b2-5106f5e0328b,36,10,15.06,USD,2026-08-11,2026-08-19,2026-08-23,2026-08-23,livree_a_temps,0
9c4addf8-e258-4ef2-b96c-8d5035ee0188,9afefdbb-119c-4425-8535-6fec5127f4b6,5de62164-c59b-4907-ae96-7a63b4cddbb2,31,10,49.96,USD,2026-08-16,2026-08-19,2026-08-23,2026-08-23,livree_a_temps,0
368f99ba-3832-4758-bc16-91236fb7590f,9afefdbb-119c-4425-8535-6fec5127f4b6,77ad32c8-2e7a-4441-ba6f-5539ebe4560b,37,20,31.92,USD,2026-08-10,2026-08-16,2026-08-21,,annulee,
4e1e2054-b06d-4d5d-8a02-a220fe7f0dc9,9afefdbb-119c-4425-8535-6fec5127f4b6,98ac7ba3-6167-4556-81bd-92b16919c9ca,34,100,47.63,USD,2026-08-03,2026-08-05,2026-08-12,2026-08-16,livree_en_retard,4
01cea3de-2cbe-4122-916c-18ca5d2a6cdb,9afefdbb-119c-4425-8535-6fec5127f4b6,4b0da602-5f61-4d55-be93-470463212538,49,10,138.11,USD,2026-07-30,2026-08-02,2026-08-03,2026-08-07,livree_en_retard,4
