id,fournisseur_id,article_id,prix_unitaire,devise,quantite_reference,delai_livraison_jours,transport_inclus,stock_disponible,validite_offre_date,date_soumission,source_import
d5dae265-0be2-46bc-8a17-d9a67ec2a66e,8e69a20e-c8f3-456c-aef5-93503060648c,10,24.6,USD,50,11,true,5,2025-12-29,2025-10-20,dataset_fictif
78987e86-0557-4cd2-96c9-eaf56dd03777,f88c2747-38d1-429e-ab69-c52c3546ef71,10,17.24,USD,50,9,false,500,2026-04-26,2026-03-07,dataset_fictif
d4cdafd1-69eb-4472-9e89-028b02f29ae4,f88c2747-38d1-429e-ab69-c52c3546ef71,10,17.26,USD,100,6,false,50,2026-03-29,2026-02-09,dataset_fictif
647db67b-6b29-41dc-9be6-cc8b49e06600,88be3466-594f-4765-8081-6c97809e05ed,10,22.16,USD,10,25,true,200,2026-10-23,2026-08-21,dataset_fictif
ce1ea5ce-ed5a-4a21-bd30-352ec46852e0,88be3466-594f-4765-8081-6c97809e05ed,10,20.83,USD,100,12,true,100,2026-03-31,2026-01-28,dataset_fictif
0f3ed3d2-c2ed-4f7a-855c-aecfff5d4adc,4a7852ec-c015-40da-8569-bd2e4958ac41,11,41.11,USD,20,7,false,500,2026-11-11,2026-08-14,dataset_fictif
038c3e6a-7aaf-459b-b5f4-e60acdcfe935,4a7852ec-c015-40da-8569-bd2e4958ac41,11,38.56,USD,50,2,false,500,2026-03-03,2026-01-16,dataset_fictif
f2a2c053-17d8-4f0d-bc0e-3563e7c3dac5,9edbed83-03e6-4554-924e-c1036341b1ae,11,129891,CDF,1,2,false,10,2026-08-09,2026-06-03,dataset_fictif
4bdd25ee-024c-4fb7-ae64-b6145c039b3b,ad5bcfc1-9861-429c-989f-218d293c2eed,12,46.82,USD,20,14,false,500,2026-04-14,2026-01-20,dataset_fictif
6e3d32eb-cc03-42fe-9393-f15a5342f506,ad5bcfc1-9861-429c-989f-218d293c2eed,12,46.4,USD,5,8,false,20,2026-10-12,2026-07-17,dataset_fictif
208c0950-54f4-4619-a223-16ce3d064292,dfb2a753-de0f-4d48-838e-aa0364c7c674,12,38.85,USD,1,2,false,10,2026-03-09,2026-01-23,dataset_fictif
a81b64fb-5b0b-4fb1-93be-c81dd6425d1a,88be3466-594f-4765-8081-6c97809e05ed,13,44.4,USD,100,11,false,5,2025-11-19,2025-10-19,dataset_fictif
2989f850-0cd4-47f0-9cdc-f198555d5ecb,63c6aa7e-94df-48a7-9212-eec71c2118a5,13,25.52,USD,1,3,false,10,2026-01-09,2025-11-06,dataset_fictif
ed0f1008-bf8a-417e-87a3-49783c953c80,63c6aa7e-94df-48a7-9212-eec71c2118a5,13,66551,CDF,10,7,false,100,2026-08-31,2026-06-18,dataset_fictif
c0daa9f9-d31e-4b6c-afb5-e2d5af845ba4,6e8b5c5f-b473-4da7-9458-08c8af363dda,13,27.25,USD,100,5,false,200,2026-02-15,2025-12-19,dataset_fictif
d0b91eb9-a0bd-48b5-b547-2a141570d268,6e8b5c5f-b473-4da7-9458-08c8af363dda,13,23.28,USD,5,4,false,20,2026-10-03,2026-08-29,dataset_fictif
4b115af8-32fe-43bc-af76-1dbe46396634,10318424-c596-4f80-b733-0845e5445f94,13,87736,CDF,50,7,true,10,2026-03-28,2026-02-25,dataset_fictif
52a05494-ad8f-4be5-9f56-57ef418e2afb,cd3e4c18-1f86-41a2-aa2b-5bc28900e21f,13,73995,CDF,50,4,false,500,2025-12-25,2025-11-23,dataset_fictif
bf67ce58-d63b-4b8a-8e95-265702cdee7d,cd3e4c18-1f86-41a2-aa2b-5bc28900e21f,13,77542,CDF,1,2,false,10,2026-04-20,2026-01-28,dataset_fictif
2c88fbfb-b773-4c21-ab1e-809ab1f89204,4a7852ec-c015-40da-8569-bd2e4958ac41,13,24.42,USD,100,6,false,0,2026-03-22,2026-01-10,dataset_fictif
22d5958b-8ba2-4d22-af5c-5a44b28e085a,4a7852ec-c015-40da-8569-bd2e4958ac41,13,25.33,USD,10,5,false,50,2025-10-28,2025-09-07,dataset_fictif
0ccb32f9-2367-4266-9209-e88332a1ba7d,dee82e54-8d39-407a-92c4-acb08e2b7cde,14,44.64,USD,10,4,false,500,2025-10-19,2025-09-15,dataset_fictif
5cbc9662-7b80-4fa8-9d93-15a77644d581,dee82e54-8d39-407a-92c4-acb08e2b7cde,14,48.26,USD,5,5,true,5,2026-09-05,2026-07-18,dataset_fictif
f177d5f1-1de4-4687-9eeb-5bff03ad53b1,344df5fc-fda2-4c73-8f0e-dc8484e5e7db,14,132192,CDF,20,13,true,20,2026-05-01,2026-03-18,dataset_fictif
60b8be1c-641c-4b8a-b234-43bdb463efb0,cd3e4c18-1f86-41a2-aa2b-5bc28900e21f,14,42.5,USD,100,4,false,10,2026-07-22,2026-05-01,dataset_fictif
1ac2c661-e322-47b7-8790-84bf204238f2,35fc6806-24e7-45c5-92e9-bb28c2094058,14,156400,CDF,5,6,true,5,2025-12-09,2025-11-04,dataset_fictif
a63002b0-cf54-4a22-bd0e-469909401482,35fc6806-24e7-45c5-92e9-bb28c2094058,14,140659,CDF,50,10,true,5,2026-06-15,2026-04-30,dataset_fictif
8dad26f4-075d-4638-9031-5ce2edf147af,88be3466-594f-4765-8081-6c97809e05ed,14,60.34,USD,10,17,true,5,2026-01-14,2025-10-19,dataset_fictif
062e0f71-cf5d-480e-a722-9b81cc01126c,6e8b5c5f-b473-4da7-9458-08c8af363dda,14,45.55,USD,10,1,true,500,2026-06-27,2026-05-18,dataset_fictif
26649500-c323-4a1c-bdf3-de70f24e0f00,6e8b5c5f-b473-4da7-9458-08c8af363dda,14,42.25,USD,1,3,false,0,2025-12-26,2025-11-03,dataset_fictif
7e8636ba-8033-4eec-9737-cf47fa40ffc2,344df5fc-fda2-4c73-8f0e-dc8484e5e7db,15,51.24,USD,10,5,true,200,2026-06-01,2026-05-01,dataset_fictif
a89fe50c-b6cb-4936-a3b6-78eb1cd483c7,dfb2a753-de0f-4d48-838e-aa0364c7c674,15,43.88,USD,10,7,false,20,2026-07-27,2026-05-21,dataset_fictif
d97ca23a-13c0-4d74-8d9d-52373b036604,dfb2a753-de0f-4d48-838e-aa0364c7c674,15,47.4,USD,100,5,false,10,2026-06-13,2026-05-04,dataset_fictif
36f6c264-180d-4eeb-9078-325af1b9b774,f88c2747-38d1-429e-ab69-c52c3546ef71,15,59.56,USD,10,15,true,5,2026-03-02,2025-12-18,dataset_fictif
4c3389b8-e97b-4ca9-a6ab-330a7aac2404,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,16,155.91,USD,100,15,true,500,2025-12-06,2025-10-27,dataset_fictif
b61b4463-037d-4d02-a4b5-d63882881177,9fe68714-7e09-4051-94fd-e0cf9d5b2867,16,284407,CDF,100,14,false,10,2026-03-21,2026-01-02,dataset_fictif
761ddb73-cd29-4d11-806f-a66f25da62ea,9fe68714-7e09-4051-94fd-e0cf9d5b2867,16,100.43,USD,5,9,false,200,2026-08-10,2026-06-18,dataset_fictif
ac6c74fc-72a1-4274-bd6e-07da7385376b,6c31db69-5aae-4fbb-997f-49561fe81085,16,78.65,USD,100,6,false,100,2026-06-19,2026-03-27,dataset_fictif
3db5cf1a-969d-4abf-8315-cafced57ded5,6c31db69-5aae-4fbb-997f-49561fe81085,16,98.68,USD,1,7,false,5,2025-12-25,2025-10-31,dataset_fictif
6a09b0d1-63a1-47b4-a43d-0d904cd10f36,489f9035-264c-47c5-98c5-e8aabb3f3517,16,99.12,USD,5,15,false,50,2026-01-23,2025-10-25,dataset_fictif
46d5aa41-e940-4539-8e9f-8e374630e359,2ee38c51-dc4d-4573-80b7-6496227d4b9b,16,98.36,USD,1,2,true,100,2026-07-12,2026-06-12,dataset_fictif
225efc2b-f81d-48a4-9ccf-683ad6c19245,f195dd3c-0bee-4489-a349-3340d3846d9c,17,21.85,USD,1,13,true,10,2026-03-24,2026-02-21,dataset_fictif
3ed47458-6d42-498b-a97f-cd3f26ae0bd1,2ee77a79-eff5-4add-9dab-ecf2a844c3b8,17,45693,CDF,5,1,false,200,2026-09-23,2026-08-15,dataset_fictif
30397ed5-02df-4199-ad78-99b6ac6c6070,a81e1a93-bc62-4910-a6b9-af51887f25bb,18,62.77,USD,20,8,false,500,2026-05-06,2026-03-12,dataset_fictif
869318c6-a081-441e-b132-d36ed1eadfc5,f195dd3c-0bee-4489-a349-3340d3846d9c,18,196432,CDF,5,15,true,50,2026-03-21,2026-01-10,dataset_fictif
29118640-be51-48e0-9863-18593c4d7cc6,2ee38c51-dc4d-4573-80b7-6496227d4b9b,18,134375,CDF,5,5,false,10,2026-01-14,2025-12-10,dataset_fictif
3f1aab0c-6b1e-462c-8bf1-67b7c5c485aa,2ee38c51-dc4d-4573-80b7-6496227d4b9b,18,63.06,USD,5,1,true,500,2025-11-26,2025-09-15,dataset_fictif
51ac78d2-1c60-43b1-8e21-48f48110739b,90627199-7e0b-43f0-bc09-6d2c7f71aaff,18,52.97,USD,50,2,false,100,2026-08-09,2026-05-12,dataset_fictif
bea015d1-8230-4d4c-8127-892738497fca,90627199-7e0b-43f0-bc09-6d2c7f71aaff,18,50.18,USD,5,5,true,20,2026-06-12,2026-03-21,dataset_fictif
7b0ad34c-71b7-45ce-9625-fb0015eaaaa8,9fe68714-7e09-4051-94fd-e0cf9d5b2867,18,69.16,USD,100,9,false,100,2026-04-03,2026-01-23,dataset_fictif
4918918c-2be1-417f-9aa3-2cf95fc06963,9fe68714-7e09-4051-94fd-e0cf9d5b2867,18,62.13,USD,5,9,true,500,2025-12-02,2025-10-14,dataset_fictif
3533b75d-4b89-4a63-b508-81cebfd74261,10318424-c596-4f80-b733-0845e5445f94,19,257933,CDF,20,14,true,200,2026-07-29,2026-05-31,dataset_fictif
720dc8db-699c-4ebb-bf21-5d82da77c4f3,2c9ae662-bfb3-4060-89d3-520c303c9a85,19,93,USD,100,13,false,0,2025-12-26,2025-10-09,dataset_fictif
80440be7-967e-417e-887a-9a0195a91154,2c9ae662-bfb3-4060-89d3-520c303c9a85,19,92.69,USD,20,11,false,5,2026-06-21,2026-04-19,dataset_fictif
495ab426-c071-453f-854e-b1e94a2eebf6,9ea59647-61d2-4511-86c7-a62125206693,19,97.73,USD,100,13,false,10,2026-05-30,2026-04-15,dataset_fictif
2eec4544-dd8f-4b5f-964d-e108dce9d117,9ea59647-61d2-4511-86c7-a62125206693,19,104.06,USD,20,14,false,200,2026-01-06,2025-10-16,dataset_fictif
edaca649-bf06-4e5b-915d-4b56a48e56b0,9fe68714-7e09-4051-94fd-e0cf9d5b2867,19,279024,CDF,100,13,false,100,2025-10-05,2025-09-03,dataset_fictif
bc8a5164-9e93-475e-84da-95fb5e587b8c,2c9ae662-bfb3-4060-89d3-520c303c9a85,20,81.8,USD,20,15,false,100,2026-02-08,2025-12-30,dataset_fictif
1ec7b711-a056-4688-b997-401e82aacb84,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,20,296295,CDF,10,10,true,10,2026-05-05,2026-02-26,dataset_fictif
33f992f9-d007-4b41-90d6-c4bfcd7e49c2,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,20,101.06,USD,20,30,true,500,2026-01-25,2025-11-04,dataset_fictif
7ff9705f-fc20-4892-8186-c64d88fcd90e,3f76030e-0c89-4791-bb75-faad15e9906e,21,40.08,USD,20,7,true,500,2025-10-03,2025-08-30,dataset_fictif
50e4060a-c073-4df7-9517-adf81c338b6a,489f9035-264c-47c5-98c5-e8aabb3f3517,21,49.09,USD,20,14,false,200,2025-11-27,2025-10-27,dataset_fictif
3f26a8e8-f665-4108-8648-5b28a0dbb28a,9fe68714-7e09-4051-94fd-e0cf9d5b2867,21,50.58,USD,1,8,true,10,2025-10-14,2025-09-14,dataset_fictif
cf93b142-fe74-43ac-813a-9b4930187805,f195dd3c-0bee-4489-a349-3340d3846d9c,21,50.18,USD,5,8,false,0,2026-09-29,2026-08-10,dataset_fictif
2d2c77fc-1f04-442f-8cb2-c908345b2348,f195dd3c-0bee-4489-a349-3340d3846d9c,21,49.84,USD,100,8,true,20,2025-10-31,2025-09-17,dataset_fictif
0d68f78e-1cff-4af4-a0b3-fb8436d1b24d,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,22,128.55,USD,10,29,true,50,2026-08-22,2026-06-26,dataset_fictif
50c6b5e3-08c5-4f5b-8ff1-7cf8b07ad8f9,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,22,107.84,USD,20,21,true,50,2026-05-24,2026-03-21,dataset_fictif
faa83c9a-9e7a-4ede-a00b-e32de5650a7a,3f76030e-0c89-4791-bb75-faad15e9906e,22,84.01,USD,50,3,false,500,2026-05-29,2026-03-21,dataset_fictif
1c3d9a11-0f05-487b-8247-99c573a214d0,3f76030e-0c89-4791-bb75-faad15e9906e,22,70.18,USD,1,6,false,5,2025-12-31,2025-11-04,dataset_fictif
75b4bf6c-d68d-4355-a5a3-b7c6d90f48b5,489f9035-264c-47c5-98c5-e8aabb3f3517,22,98.3,USD,50,12,false,10,2026-09-14,2026-08-01,dataset_fictif
b76a2ee0-88c9-472c-822d-7746b6f01553,489f9035-264c-47c5-98c5-e8aabb3f3517,22,85.29,USD,100,8,false,0,2025-11-14,2025-08-30,dataset_fictif
464212fa-2998-437d-a3f2-ea45348dbb06,e4b551ef-c278-42bd-af80-e1ed30c5b9c2,22,94.82,USD,1,4,false,5,2026-08-16,2026-06-30,dataset_fictif
48209451-0b43-480a-ba7c-eba6e069b729,489f9035-264c-47c5-98c5-e8aabb3f3517,23,71.07,USD,5,11,false,200,2026-09-13,2026-07-29,dataset_fictif
3c2a1269-cc0a-42be-8272-fa323a3977c7,489f9035-264c-47c5-98c5-e8aabb3f3517,23,77.77,USD,5,6,true,5,2025-12-14,2025-09-20,dataset_fictif
b2557085-a76e-4c1b-9431-584332cb84ed,f195dd3c-0bee-4489-a349-3340d3846d9c,23,77.47,USD,5,10,true,100,2025-12-27,2025-11-10,dataset_fictif
f60ac187-e6ad-43e3-988a-521a4790d202,90627199-7e0b-43f0-bc09-6d2c7f71aaff,23,56.83,USD,1,1,false,5,2025-11-02,2025-09-10,dataset_fictif
93a3a729-5f7b-43b8-9858-41d2899186fb,2ee77a79-eff5-4add-9dab-ecf2a844c3b8,24,32.03,USD,100,7,false,500,2026-02-12,2025-12-14,dataset_fictif
d4b255d1-eaf5-4d4e-97da-89df7b12ba3c,7b6f6094-37f5-477d-b038-75c76cfcfa48,24,39.66,USD,5,12,false,200,2026-03-04,2025-12-10,dataset_fictif
48ef1815-f86a-4850-b43c-cccd4dd01aea,2c9ae662-bfb3-4060-89d3-520c303c9a85,24,37.9,USD,10,7,true,5,2025-11-04,2025-09-27,dataset_fictif
899b0d9b-a43d-4555-8f8b-24d4ff6d8f05,2c9ae662-bfb3-4060-89d3-520c303c9a85,24,35.69,USD,5,8,true,500,2026-01-12,2025-12-01,dataset_fictif
23a48804-2e6a-43d5-92b6-c7246c194402,c2946f6b-4f2a-4060-9de5-8f6b8b0099ba,24,48.72,USD,10,14,true,100,2025-11-02,2025-09-09,dataset_fictif
ba766b62-d44e-4ad3-a59b-19642cd19a67,2ee38c51-dc4d-4573-80b7-6496227d4b9b,25,21312,CDF,100,4,false,20,2026-09-10,2026-07-12,dataset_fictif
3ffdb7c3-5fa2-4ee2-9545-355ea044687c,2ee38c51-dc4d-4573-80b7-6496227d4b9b,25,7.57,USD,50,4,false,50,2026-05-20,2026-03-29,dataset_fictif
e26d704d-8e64-48ab-88b9-ca3a23a96cc7,9fe68714-7e09-4051-94fd-e0cf9d5b2867,25,9.58,USD,5,15,true,5,2026-06-28,2026-05-01,dataset_fictif
8e566bcd-37e1-44db-8cee-59845ad4ff25,2c9ae662-bfb3-4060-89d3-520c303c9a85,26,6.46,USD,20,4,true,200,2026-09-05,2026-07-06,dataset_fictif
18ea983d-ca98-471b-8090-3348afa231f4,2c9ae662-bfb3-4060-89d3-520c303c9a85,26,18543,CDF,50,5,false,100,2026-05-10,2026-03-07,dataset_fictif
bf2f8e94-1cdb-45a7-a357-067807b632bb,10318424-c596-4f80-b733-0845e5445f94,26,5.93,USD,100,8,false,0,2026-06-13,2026-03-15,dataset_fictif
